Raw Symbols
Total Count  : 65687
Total Size   : 5941252
Unattributed : 1219166
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
       21711            6  bool __cdecl onnxruntime::PrepareForReduce<T>(class onnxruntime::Tensor const *,class std::vector<T> &,__int64 &,__int64 &,class std::vector<T> const &,bool,class std::vector<T> &,bool,class onnxruntime::TensorShape const *)
       21305          131  public: static void __cdecl Eigen::internal::unaligned_dense_assignment_loop<T>::run<T>(class Eigen::internal::generic_dense_assignment_kernel<T> &,__int64,__int64)
       19344            4  public: __cdecl onnxruntime::ml::TreeEnsembleClassifier<T>::TreeEnsembleClassifier<T>(class onnxruntime::OpKernelInfo const &)
       18022           54  struct onnxruntime::KernelCreateInfo __cdecl onnxruntime::contrib::BuildKernelCreateInfo<T>(void)
       17796           14  class onnxruntime::common::Status __cdecl onnxruntime::BroadcastVariadic<T>(class onnxruntime::Node const &,class onnxruntime::OpKernelContext &,class <T>,class <T>,class <T>)
       17616            4  public: __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<T>::TreeEnsembleCommon<T>(int,int,class std::basic_string<T> const &,class std::vector<T> const &,__int64,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::basic_string<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &)
       16462           13  static void `anonymous namespace'
       16388           28  class onnxruntime::common::Status __cdecl onnxruntime::CopyScatterData<T>(class onnxruntime::Tensor const *,class onnxruntime::Tensor const *,class onnxruntime::Tensor const *,__int64,class onnxruntime::Tensor *)
       16365           43  struct onnxruntime::KernelCreateInfo __cdecl onnxruntime::ml::BuildKernelCreateInfo<T>(void)
       14796           11  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::OneHotOp<T>::Compute(class onnxruntime::OpKernelContext *)const
       14595           22  public: __cdecl Dml::DmlOperatorElementwiseUnary<T>::DmlOperatorElementwiseUnary<T>(class MLOperatorKernelCreationContext const &)
       13678            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::contrib::QAttention<T>::Compute(class onnxruntime::OpKernelContext *)const
       13652           16  void __cdecl onnxruntime::pow_internal::PowImpl<T>(class onnxruntime::OpKernelContext *,class onnxruntime::Tensor const &,class onnxruntime::Tensor const &)
       13635           29  struct std::pair<T> std::_Hash<T>::_Try_emplace<T>(const class std::basic_string<T> & const)
       13103            2  public: static void __cdecl Eigen::internal::general_matrix_vector_product<T>::run(__int64,__int64,class Eigen::internal::const_blas_data_mapper<T> const &,class Eigen::internal::const_blas_data_mapper<T> const &,struct Eigen::half *,__int64,struct Eigen::half)
       12873           27  class onnxruntime::common::Status __cdecl onnxruntime::BroadcastTwo<T>(class onnxruntime::OpKernelContext &,class <T>,class <T>,class <T>)
       12733            4  private: class onnxruntime::common::Status __cdecl onnxruntime::MaxPoolV8::ComputeImpl<T>(class onnxruntime::OpKernelContext *)const
       12494            4  protected: void __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<T>::ComputeAgg<T>(class onnxruntime::concurrency::ThreadPool *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *,class onnxruntime::Tensor *,class onnxruntime::ml::detail::TreeAggregatorClassifier<T> const &)const
       12017            4  private: class onnxruntime::common::Status __cdecl onnxruntime::Unique::ComputeImpl<T>(class onnxruntime::OpKernelContext &)const
       11643           12  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::Expand_8<T>::Compute(class onnxruntime::OpKernelContext *)const
       11490           18  void __cdecl onnxruntime::BroadcastLoopSpan<T>(struct onnxruntime::TBroadcaster<T> &,struct onnxruntime::TBroadcastOutput<T> &,class <T>,class <T>,class <T>)
       10719            4  private: class onnxruntime::common::Status __cdecl onnxruntime::SplitToSequence::ComputeImpl<T>(class onnxruntime::OpKernelContext &,class onnxruntime::Tensor const &,class onnxruntime::Tensor const *)const
       10268           13  static void <T>::operator()(__int64)
       10248           17  static class onnxruntime::common::Status onnxruntime::`anonymous namespace'
       10175           16  void __cdecl onnxruntime::BroadcastLoopSpan<T>(struct onnxruntime::TBroadcaster<T> &,struct onnxruntime::TBroadcastOutput<T> &,class <T>,class std::function<T>,class <T>)
       10098           20  public: static void __cdecl onnxruntime::concurrency::ThreadPool::TryBatchParallelFor<T>(class onnxruntime::concurrency::ThreadPool *,__int64,class <T> &&,__int64)
        9824           13  static void onnxruntime::ReverseSequenceImpl<T>(const class onnxruntime::Tensor & const, class onnxruntime::Tensor & const, class gsl::span<T>, __int64, __int64, __int64, bool)
        9747            7  public: static void __cdecl Eigen::internal::TensorExecutor<T>::run(class Eigen::TensorAssignOp<T> const &,struct Eigen::DefaultDevice const &)
        9207            7  public: class Eigen::internal::TensorMaterializedBlock<T> __cdecl Eigen::TensorEvaluator<T>::block(class Eigen::internal::TensorBlockDescriptor<T> &,class Eigen::internal::TensorBlockScratchAllocator<T> &,bool)const
        9156            4  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::CumSum<T>::Compute(class onnxruntime::OpKernelContext *)const
        9086          196  void std::_Func_impl_no_alloc<T>::_Do_call(struct onnx::InferenceContext & const)
        8894            2  public: __cdecl onnxruntime::ml::TreeEnsembleRegressor<T>::TreeEnsembleRegressor<T>(class onnxruntime::OpKernelInfo const &)
        8713           12  void __cdecl SchemaInferenceOverrider::OverrideSchemaInferenceFunction<T>(char const *,int,bool,class gsl::span<T>)
        8449           11  public: __cdecl Dml::DmlOperatorElementwiseBinary<T>::DmlOperatorElementwiseBinary<T>(class MLOperatorKernelCreationContext const &)
        8400          140  class Microsoft::WRL::ComPtr<T> __cdecl wil::MakeOrThrow<T>(class MLOperatorKernelCreationContext &&)
        8299           32  void std::_Func_impl_no_alloc<T>::_Do_call(class onnx::OpSchema & const)
        8105           12  static void <T>::operator()(class onnx::OpSchema & const)
        8016            5  static class onnxruntime::common::Status onnxruntime::SliceImpl<T>(class onnxruntime::OpKernelContext *, const class onnxruntime::Tensor & const, class std::vector<T> & const, class std::vector<T> *, const class std::vector<T> & const, const class std::vector<T> & const)
        7856            6  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::MatMul<T>::Compute(class onnxruntime::OpKernelContext *)const
        7691            7  public: __cdecl onnxruntime::ml::LabelEncoder_2<T>::LabelEncoder_2<T>(class onnxruntime::OpKernelInfo const &)
        7644            8  static struct OrtStatus * OrtGetValueImplMapHelper<T>(const struct OrtValue *, int, struct OrtAllocator *, struct OrtValue * *)
        7516            4  class onnxruntime::common::Status __cdecl onnxruntime::EinsumTypedComputeProcessor<T>(class onnxruntime::OpKernelContext *,class std::shared_ptr<T>,class onnxruntime::EinsumComputePreprocessor &)
        7429            4  static void onnxruntime::CreateOutput<T>(class onnxruntime::OpKernelContext & const, const class onnxruntime::TensorShape & const, __int64, const class std::map<T> & const, const class std::vector<T> & const, const class std::vector<T> & const, bool)
        7327           34  private: void __cdecl std::vector<T>::_Resize_reallocate<T>(unsigned __int64,struct std::_Value_init_tag const &)
        6915            3  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::Upsample<T>::Compute(class onnxruntime::OpKernelContext *)const
        6849           12  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ElementWiseKernel<T>::Compute(class onnxruntime::OpKernelContext *)const
        6809            5  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::NonZero<T>::Compute(class onnxruntime::OpKernelContext *)const
        6641           18  static void onnxruntime::`anonymous namespace'
        6537            3  public: class onnxruntime::common::Status __cdecl onnxruntime::Upsample<T>::BaseCompute(class onnxruntime::OpKernelContext *,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &)const
        6400            8  static struct OrtStatus * OrtCreateMapMLValue<T>(const class onnxruntime::Tensor & const, const class onnxruntime::Tensor & const, struct OrtValue * *)
        6294           61  private: virtual void __cdecl std::_Func_impl_no_alloc<T>::_Do_call(__int64 &&)
        6176            4  public: __cdecl onnxruntime::ml::OneHotEncoderOp<T>::OneHotEncoderOp<T>(class onnxruntime::OpKernelInfo const &)
        6076            2  protected: void __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<T>::ComputeAgg<T>(class onnxruntime::concurrency::ThreadPool *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *,class onnxruntime::Tensor *,class onnxruntime::ml::detail::TreeAggregatorMax<T> const &)const
        6038           10  void __cdecl onnxruntime::mod_internal::BroadCastFMod<T>(class onnxruntime::Tensor const &,class onnxruntime::Tensor const &,class onnxruntime::OpKernelContext *)
        5908            2  public: static void __cdecl Eigen::internal::general_matrix_vector_product<T>::run(__int64,__int64,class Eigen::internal::const_blas_data_mapper<T> const &,class Eigen::internal::const_blas_data_mapper<T> const &,double *,__int64,double)
        5811            2  public: static void __cdecl Eigen::internal::general_matrix_vector_product<T>::run(__int64,__int64,class Eigen::internal::const_blas_data_mapper<T> const &,class Eigen::internal::const_blas_data_mapper<T> const &,float *,__int64,float)
        5721            2  static void <T>::operator()(__int64, __int64)
        5641            5  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::Where<T>::Compute(class onnxruntime::OpKernelContext *)const
        5497            4  static void onnxruntime::CreateFlattenedOutput<T>(class onnxruntime::OpKernelContext & const, const class std::map<T> & const, const class std::vector<T> & const, const class std::vector<T> & const, bool)
        5495            8  public: struct std::pair<T> __cdecl std::_Hash<T>::emplace<T>(struct std::pair<T> &&)
        5475           38  class std::unique_ptr<T> __cdecl std::make_unique<T>(void)
        5420           10  void __cdecl Eigen::internal::evaluateProductBlockingSizesHeuristic<T>(__int64 &,__int64 &,__int64 &,__int64)
        5352            2  protected: void __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<T>::ComputeAgg<T>(class onnxruntime::concurrency::ThreadPool *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *,class onnxruntime::Tensor *,class onnxruntime::ml::detail::TreeAggregatorAverage<T> const &)const
        5265            4  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ml::ScalerOp<T>::Compute(class onnxruntime::OpKernelContext *)const
        5182            2  public: static void __cdecl Eigen::internal::triangular_solve_matrix<T>::run(__int64,__int64,double const *,__int64,double *,__int64,__int64,class Eigen::internal::level3_blocking<T> &)
        5150            2  public: static void __cdecl Eigen::internal::triangular_solve_matrix<T>::run(__int64,__int64,float const *,__int64,float *,__int64,__int64,class Eigen::internal::level3_blocking<T> &)
        5132            4  static void onnxruntime::FindTopKElements<T>(const class onnxruntime::Tensor *, const class onnxruntime::TensorShape & const, class onnxruntime::Tensor *, class onnxruntime::Tensor *, const class onnxruntime::TensorShape & const, const unsigned int, bool, const unsigned int, class onnxruntime::concurrency::ThreadPool *)
        5008            2  protected: void __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<T>::ComputeAgg<T>(class onnxruntime::concurrency::ThreadPool *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *,class onnxruntime::Tensor *,class onnxruntime::ml::detail::TreeAggregatorMin<T> const &)const
        4998           14  public: static class onnxruntime::DataTypeImpl const * __cdecl onnxruntime::SequenceTensorType<T>::Type(void)
        4952            4  public: void __cdecl onnxruntime::ml::detail::TreeAggregatorClassifier<T>::FinalizeScores(class std::vector<T> &,float *,int,__int64 *)const
        4875            2  public: static void __cdecl Eigen::internal::triangular_solve_matrix<T>::run(__int64,__int64,struct Eigen::half const *,__int64,struct Eigen::half *,__int64,__int64,class Eigen::internal::level3_blocking<T> &)
        4852            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::contrib::SkipLayerNorm<T>::Compute(class onnxruntime::OpKernelContext *)const
        4830            8  void __cdecl onnxruntime::mod_internal::BroadCastMod<T>(class onnxruntime::Tensor const &,class onnxruntime::Tensor const &,class onnxruntime::OpKernelContext *)
        4730            2  protected: void __cdecl onnxruntime::ml::detail::TreeEnsembleCommon<T>::ComputeAgg<T>(class onnxruntime::concurrency::ThreadPool *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *,class onnxruntime::Tensor *,class onnxruntime::ml::detail::TreeAggregatorSum<T> const &)const
        4727            4  public: __cdecl Dml::DmlOperatorElementwiseBinaryLoop<T>::DmlOperatorElementwiseBinaryLoop<T>(class MLOperatorKernelCreationContext const &)
        4674            4  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::Dropout<T>::Compute(class onnxruntime::OpKernelContext *)const
        4562            4  class std::unique_ptr<T> __cdecl onnxruntime::EinsumOp::MatMul<T>(class onnxruntime::Tensor const &,class std::vector<T> const &,class onnxruntime::Tensor const &,class std::vector<T> const &,class std::shared_ptr<T>,class onnxruntime::concurrency::ThreadPool *)
        4545            8  struct std::pair<T> std::_Hash<T>::_Try_emplace<T>(const int & const)
        4520            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::contrib::LayerNorm<T>::Compute(class onnxruntime::OpKernelContext *)const
        4424            4  public: static void __cdecl Eigen::internal::dense_assignment_loop<T>::run(class Eigen::internal::restricted_packet_dense_assignment_kernel<T> &)
        4349           51  protected: void __cdecl std::_Hash<T>::_Forced_rehash(unsigned __int64)
        4281            8  public: void __cdecl std::_Hash<T>::insert<T>(class std::_List_unchecked_const_iterator<T>,class std::_List_unchecked_const_iterator<T>)
        4263            5  static class onnxruntime::common::Status onnxruntime::ComputeRange<T>(class onnxruntime::OpKernelContext *)
        4211            2  public: static void __cdecl Eigen::internal::general_matrix_vector_product<T>::run(__int64,__int64,class Eigen::internal::const_blas_data_mapper<T> const &,class Eigen::internal::const_blas_data_mapper<T> const &,unsigned __int64 *,__int64,unsigned __int64)
        4158            3  public: static __int64 __cdecl Eigen::internal::partial_lu_impl<T>::unblocked_lu(class Eigen::Ref<T> &,int *,int &)
        4155           14  class std::unique_ptr<T> std::make_unique<T>(class std::unordered_set<T> & const)
        4147            2  public: static void __cdecl Eigen::internal::general_matrix_vector_product<T>::run(__int64,__int64,class Eigen::internal::const_blas_data_mapper<T> const &,class Eigen::internal::const_blas_data_mapper<T> const &,int *,__int64,int)
        4129            5  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ReduceMax<T>::Compute(class onnxruntime::OpKernelContext *)const
        4129            5  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ReduceMin<T>::Compute(class onnxruntime::OpKernelContext *)const
        4128            4  public: __cdecl onnxruntime::ml::detail::TreeEnsembleCommonClassifier<T>::TreeEnsembleCommonClassifier<T>(int,int,class std::basic_string<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::basic_string<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &,class std::vector<T> const &)
        4018            5  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ml::ArrayFeatureExtractorOp<T>::Compute(class onnxruntime::OpKernelContext *)const
        3950           34  private: void __cdecl std::vector<T>::_Reallocate_exactly(unsigned __int64)
        3903            4  private: class onnxruntime::common::Status __cdecl onnxruntime::Split::ComputeImpl<T>(class onnxruntime::OpKernelContext &,class onnxruntime::Tensor const &)const
        3872          317  class std::_Func_base<T> * std::_Func_impl_no_alloc<T>::_Copy(void *)
        3776            6  void std::_Hash<T>::insert<T>(const struct std::pair<T> *, const struct std::pair<T> *)
        3746            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::contrib::DynamicQuantizeMatMul<T>::Compute(class onnxruntime::OpKernelContext *)const
        3699          317  class std::_Func_base<T> * std::_Func_impl_no_alloc<T>::_Move(void *)
        3653            7  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ml::LabelEncoder_2<T>::Compute(class onnxruntime::OpKernelContext *)const
        3585            4  static void onnxruntime::BroadcastLoop<T>(struct onnxruntime::TBroadcaster<T> & const, struct onnxruntime::TBroadcastOutput<T> & const, class onnxruntime::`anonymous-namespace'...'::SelectBroadcastLoop::__l2::<T>, class onnxruntime::`anonymous-namespace'
        3498            2  public: __cdecl Dml::DmlOperatorElementwiseQLinear<T>::DmlOperatorElementwiseQLinear<T>(class MLOperatorKernelCreationContext const &)
        3496            4  public: void __cdecl onnxruntime::ml::detail::TreeEnsembleCommonClassifier<T>::compute(class onnxruntime::concurrency::ThreadPool *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *,class onnxruntime::Tensor *)const
        3371          119  public: __cdecl std::unique_ptr<T>::~unique_ptr<T>(void)
        3363            8  struct std::pair<T> std::_Hash<T>::emplace<T>(struct std::pair<T> *)
        3339            4  public: void __cdecl onnxruntime::MaxPool3DTask<T>::operator()(__int64,__int64)const
        3322            6  public: void __cdecl onnxruntime::Clip::ComputeImpl<T>::operator()(class onnxruntime::Tensor const *,class onnxruntime::Tensor const *,class onnxruntime::Tensor const *,class onnxruntime::Tensor *)const
        3260            5  public: void __cdecl <T>::operator()(__int64,__int64)const
        3232            8  public: static class onnxruntime::DataTypeImpl const * __cdecl onnxruntime::MapType<T>::Type(void)
        3205           41  private: virtual void __cdecl std::_Func_impl_no_alloc<T>::_Do_call(__int64 &&,__int64 &&)
        3201           49  void std::_List_node<T>::_Free_non_head<T>(class std::allocator<T> & const, struct std::_List_node<T> *)
        3166           13  class onnxruntime::common::Status __cdecl onnxruntime::utils::ReadLittleEndian<T>(class gsl::span<T>,class gsl::span<T>)
        3160            4  public: __cdecl onnxruntime::ml::ScalerOp<T>::ScalerOp<T>(class onnxruntime::OpKernelInfo const &)
        3149            3  static void onnxruntime::ml::write_scores<T>(class std::vector<T> & const, onnxruntime::ml::POST_EVAL_TRANSFORM, float *, int)
        3146            2  static class onnxruntime::common::Status onnxruntime::MultinomialCompute<T>(class onnxruntime::OpKernelContext *, const class onnxruntime::Tensor & const, const __int64, const __int64, const __int64, class std::mersenne_twister_engine<T> & const, class onnxruntime::Tensor & const)
        3130          108  public: __cdecl std::vector<T>::~vector<T>(void)
        3120            6  static bool onnxruntime::`anonymous namespace'
        3090            4  public: static void __cdecl Eigen::internal::TensorBlockAssignment<T>::Run(struct Eigen::internal::TensorBlockAssignment<T>::Target const &,class Eigen::TensorMap<T> const &)
        3080            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::MatMulInteger<T>::Compute(class onnxruntime::OpKernelContext *)const
        3074           82  void std::_List_node_emplace_op2<T>::~_List_node_emplace_op2<T>()
        3038           14  public: static class onnxruntime::DataTypeImpl const * __cdecl onnxruntime::TensorType<T>::Type(void)
        2978            3  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::Pool<T>::Compute(class onnxruntime::OpKernelContext *)const
        2972            2  public: __cdecl onnxruntime::RoiAlignBase<T>::RoiAlignBase<T>(class onnxruntime::OpKernelInfo const &)
        2968           18  public: __cdecl std::unordered_map<T>::unordered_map<T>(void)
        2954           32  public: class std::unique_ptr<T> * __cdecl std::vector<T>::_Emplace_reallocate<T>(class std::unique_ptr<T> * const,class std::unique_ptr<T> &&)
        2949            5  private: class onnxruntime::common::Status __cdecl onnxruntime::EyeLike::ComputeImpl<T>(class onnxruntime::OpKernelContext *,class onnxruntime::Tensor const *)const
        2914            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::DequantizeLinear<T>::Compute(class onnxruntime::OpKernelContext *)const
        2895            4  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ml::OneHotEncoderOp<T>::Compute(class onnxruntime::OpKernelContext *)const
        2829           50  void std::_Tree_val<T>::_Erase_tree<T>(class std::allocator<T> & const, struct std::_Tree_node<T> *)
        2821           13  public: static class onnxruntime::DataTypeImpl const * __cdecl onnxruntime::SparseTensorType<T>::Type(void)
        2752            4  public: void __cdecl onnxruntime::WritableSliceIterator<T>::Init(class std::vector<T> const &,class gsl::span<T>,class gsl::span<T>)
        2747            9  private: struct std::_List_node<T> * __cdecl std::_Hash<T>::_Unchecked_erase(struct std::_List_node<T> *,struct std::_List_node<T> * const)
        2686            2  public: class onnxruntime::common::Status __cdecl onnxruntime::GatherNDBase::PrepareForCompute<T>(class onnxruntime::TensorShape const &,class onnxruntime::Tensor const *,__int64,struct onnxruntime::GatherNDBase::Prepare &,class onnxruntime::concurrency::ThreadPool *)const
        2667           14  static struct OrtStatus * OrtCreateValueImplSeqHelperTensor<T>(const class onnxruntime::Tensor & const, class onnxruntime::Tensor & const)
        2652           13  private: void __cdecl google::protobuf::internal::RepeatedPtrFieldBase::MergeFromInnerLoop<T>(void * *,void * *,int,int)
        2646           31  void std::_Hash<T>::_Forced_rehash(unsigned __int64)
        2617            5  public: static float __cdecl Eigen::internal::redux_impl<T>::run<T>(class Eigen::internal::redux_evaluator<T> const &,struct Eigen::internal::scalar_sum_op<T> const &,class Eigen::CwiseUnaryOp<T> const &)
        2613            2  void __cdecl MlasPool3DVectorKernel<T>(struct MLAS_POOL_WORK_BLOCK const *,unsigned __int64,float const *,float *)
        2572            5  static class std::unique_ptr<T> onnxruntime::`anonymous namespace'
        2556            6  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ml::DictVectorizerOp<T>::Compute(class onnxruntime::OpKernelContext *)const
        2548            3  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ReduceSumSquare<T>::Compute(class onnxruntime::OpKernelContext *)const
        2544            2  static void onnxruntime::rnn::detail::`dynamic initializer for '...''
        2539           13  public: virtual long __cdecl Microsoft::WRL::Details::RuntimeClassImpl<T>::QueryInterface(struct _GUID const &,void * *)
        2536          317  const class type_info & const std::_Func_impl_no_alloc<T>::_Target_type()
        2532            4  public: static class onnxruntime::Tensor __cdecl onnxruntime::ReduceSum<T>::Impl(class onnxruntime::Tensor const &,class std::vector<T> const &,class std::shared_ptr<T>,class onnxruntime::concurrency::ThreadPool *,bool,class onnxruntime::TensorShape const *)
        2510            4  static void onnxruntime::BroadcastLoop<T>(struct onnxruntime::TBroadcaster<T> & const, struct onnxruntime::TBroadcastOutput<T> & const, class onnxruntime::`anonymous-namespace'...'::MergeBroadcastLoop::__l2::<T>, class onnxruntime::`anonymous-namespace'
        2496           12  class onnxruntime::common::Status __cdecl onnxruntime::shrink_internal::ShrinkImpl<T>(class onnxruntime::Tensor const *,class onnxruntime::Tensor *,float,float)
        2494          140  public: virtual void * __cdecl MLOperatorKernel<T>::`scalar deleting destructor'
        2493            3  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ReduceProd<T>::Compute(class onnxruntime::OpKernelContext *)const
        2484            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ArgMax<T>::Compute(class onnxruntime::OpKernelContext *)const
        2484            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ArgMin<T>::Compute(class onnxruntime::OpKernelContext *)const
        2477            4  void std::list<T>::_Assign_cast<T>(class std::_List_unchecked_const_iterator<T>, const class std::_List_unchecked_const_iterator<T>)
        2460            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ReduceMean<T>::Compute(class onnxruntime::OpKernelContext *)const
        2432            4  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ml::TreeEnsembleClassifier<T>::Compute(class onnxruntime::OpKernelContext *)const
        2412           11  public: class gsl::span<T> __cdecl onnxruntime::Tensor::DataAsSpan<T>(void)const
        2383           78  void std::pair<T>::pair<T><T>(class std::tuple<T> & const, class std::tuple<T> & const, struct std::integer_sequence<T>, struct std::integer_sequence<T>)
        2371            4  public: virtual long __cdecl Windows::AI::MachineLearning::Adapter::OpNodeInfoWrapper<T>::GetAttribute(char const *,enum MLOperatorAttributeType,unsigned int,unsigned __int64,void *)const
        2368            4  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::ReduceSum<T>::Compute(class onnxruntime::OpKernelContext *)const
        2268            2  protected: void __cdecl onnxruntime::contrib::BiasGelu<T>::AddBiasGelu(float const *,float const *,float *,float *,__int64)const
        2228            4  public: void __cdecl onnxruntime::MaxPool2DTask<T>::operator()(__int64,__int64)const
        2218            2  unsigned __int64 __cdecl onnxruntime::ngram_details::PopulateGrams<T>(class std::_Vector_iterator<T>,unsigned __int64,unsigned __int64,unsigned __int64,class std::unordered_map<T> &)
        2211           16  public: float __cdecl Eigen::DenseBase<T>::redux<T>(struct Eigen::internal::scalar_sum_op<T> const &)const
        2192            2  static void onnxruntime::core_impl<T>(const class onnxruntime::Tensor *, const class onnxruntime::Tensor *, class onnxruntime::Tensor *, __int64)
        2191            7  public: __cdecl onnxruntime::TensorAllocator<T>::TensorAllocator<T>(class onnxruntime::OpKernelContext &)
        2185            2  union __m128 __cdecl Eigen::internal::psincos_float<T>(union __m128 const &)
        2182            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::QuantizeLinear<T>::Compute(class onnxruntime::OpKernelContext *)const
        2172            4  protected: struct std::pair<T> __cdecl std::_Hash<T>::_Try_emplace<T>(class std::basic_string<T> &&)
        2169            2  private: void __cdecl Eigen::internal::TensorBlockMapper<T>::InitializeBlockDimensions(void)
        2164            8  public: long __cdecl Windows::AI::MachineLearning::Adapter::OpNodeInfoWrapper<T>::GetAttributeArrayHelper<T>(char const *,unsigned int,unsigned int,void *)const
        2159            7  private: void __cdecl onnxruntime::ml::LabelEncoder_2<T>::InitializeSomeFields(class onnxruntime::OpKernelInfo const &)
        2136            3  public: __cdecl onnxruntime::ElementWiseKernel<T>::ElementWiseKernel<T>(class onnxruntime::OpKernelInfo const &)
        2135            3  public: static void __cdecl Eigen::internal::permutation_matrix_product<T>::run<T>(class Eigen::Map<T> &,class Eigen::PermutationMatrix<T> const &,class Eigen::CwiseNullaryOp<T> const &)
        2131            3  static class onnxruntime::common::Status <T>::operator()(const class onnxruntime::NodeArg & const, unsigned __int64)
        2100            7  class std::basic_ostream<T> & __cdecl std::operator<
        2094            8  private: long __cdecl Windows::AI::MachineLearning::Adapter::OpNodeInfoWrapper<T>::GetAttributeHelper<T>(char const *,unsigned int,void *)const
        2091            5  struct std::pair<T> std::_Hash<T>::_Try_emplace<T>(const float & const)
        2074            2  public: void __cdecl Eigen::internal::gemm_pack_rhs<T>::operator()(float *,class Eigen::internal::const_blas_data_mapper<T> const &,__int64,__int64,__int64,__int64)
        2073            3  struct std::pair<T> std::_Hash<T>::_Try_emplace<T>(const unsigned __int64 & const)
        2060           22  void std::_Func_impl_no_alloc<T>::_Do_call(__int64 *)
        2060           15  void __cdecl onnx::RegisterOpSetSchema<T>(void)
        2058            2  void __cdecl MlasPool2DVectorKernel<T>(struct MLAS_POOL_WORK_BLOCK const *,unsigned __int64,float const *,float *)
        2050            2  public: virtual class onnxruntime::common::Status __cdecl onnxruntime::contrib::BiasGelu<T>::Compute(class onnxruntime::OpKernelContext *)const
        2040            7  static void onnxruntime::`dynamic initializer for '...''
        2018            4  public: static void __cdecl Eigen::internal::generic_product_impl<T>::evalTo<T>(class Eigen::Map<T> &,class Eigen::Map<T> const &,class Eigen::Map<T> const &)
        2015           56  public: __cdecl std::list<T>::~list<T>(void)
        1996          140  public: virtual long __cdecl MLOperatorKernel<T>::Compute(struct IMLOperatorKernelContext *)
        1982            2  static void onnxruntime::contrib::CalculateSqeuclidean<T>(const class onnxruntime::Tensor & const, const class onnxruntime::Tensor & const, class onnxruntime::Tensor & const, class onnxruntime::concurrency::ThreadPool *)
        1981            9  public: void __cdecl Eigen::TriangularViewImpl<T>::solveInPlace<T>(class Eigen::MatrixBase<T> const &)const
        1973          165  private: virtual class std::_Func_base<T> * __cdecl std::_Func_impl_no_alloc<T>::_Copy(void *)const
        1930            2  protected: __cdecl onnxruntime::ReduceKernelBase<T>::ReduceKernelBase<T>(class onnxruntime::OpKernelInfo const &,class onnxruntime::optional<T>)
        1912            4  public: __cdecl onnxruntime::CumSum<T>::CumSum<T>(class onnxruntime::OpKernelInfo const &)
